# Known divergences between IDL front ends.
#
# `spikes/differential.sh` fails on any file where the oracles disagree with
# each other, because such a file does not mean the same thing to every
# deployed compiler. Some of those disagreements are real and permanent: a
# compiler is lax where the specification is strict, or cannot resolve
# something the specification requires. Those belong here, with the reason we
# side with one oracle over the other.
#
# An entry is an exemption from failing, never from being reported. A recorded
# divergence that stops happening is also flagged — an exemption that no longer
# describes reality is worse than none, because it silently covers whatever
# takes its place.
#
# Columns: file <TAB> oracle <TAB> that oracle's verdict <TAB> why we accept it
#
# One value in the oracle column is not a compiler: `spec` records a place where
# a deployed compiler and the published specification disagree, rather than two
# compilers disagreeing with each other. `differential.sh` never runs an oracle
# by that name, so such a row is inert there — it does not exempt anything and
# is not reported stale. It is here because it is the same kind of finding and
# belongs in the same file, and because the verdict is the same either way:
# interop is with deployed compilers, not with a document.
#
# `spec`은 컴파일러가 아니라 규격 문언과 배포 컴파일러가 갈리는 지점을 기록하는
# 값이다. differential.sh는 그 이름의 오라클을 실행하지 않으므로 면제도 아니고
# 미발생 경고도 뜨지 않는다. 상호운용 대상은 문서가 아니라 배포된 컴파일러다.
#
# 파일별 알려진 오라클 불일치. 규격이 엄격한 곳에서 특정 컴파일러가 느슨한 경우처럼
# 실재하고 영구적인 불일치를 사유와 함께 기록한다. 등록은 실패 면제일 뿐 보고 면제가
# 아니며, 더 이상 발생하지 않는 등록도 함께 지적된다.
#
# ── Divergences that are NOT rows here ──────────────────────────────────────
#
# `corpus/include/` holds the multi-file cases, and `differential.sh` does not
# examine that directory — it enumerates its input directories by name, and
# half of `corpus/include/` is leaf files that mean nothing on their own. A row
# here for a file it never runs would be reported as a stale exemption on every
# single run, so the two deliberate divergences that directory carries live in
# `corpus/include/cases.tsv` beside the files they describe, with the same
# columns and the same obligation to state a reason. They point in opposite
# directions and both are named there:
#   service.idl      we ACCEPT what omniidl rejects  (unguarded double include)
#   conditional.idl  we REFUSE what omniidl compiles (conditional compilation)
#
# Which directories those are is not restated here: the list lives in
# `differential.sh` and is mirrored in `every_corpus_file_met_both_front_ends`,
# and a third copy in this header would be the one that drifts. It did — this
# header named four directories, and the reason it read as complete rather than
# stale is exactly the reason `corpus/services/` was missing from both lists for
# as long as it was: **a rule stated as "the ones it does not check" is only as
# true as somebody's memory of what it checks.** `corpus/services/` joined the
# enumeration on 2026-08-26, and `ir-subset.idl` below is the divergence that
# had been unrecordable until it did.
#
# `corpus/include/`의 다중 파일 케이스는 `differential.sh`가 검사하지 않으므로
# 여기에 행을 두면 매 실행마다 "더 이상 발생하지 않는 등록"으로 보고된다. 그
# 두 건의 의도적 불일치는 파일 옆 `corpus/include/cases.tsv`에 같은 의무로
# 기록되어 있다 — 한 건은 우리가 더 느슨하고, 한 건은 더 엄격하다.
#
# **어느 디렉터리를 검사하는지는 여기 다시 적지 않는다.** 목록은
# `differential.sh`에 있고 `every_corpus_file_met_both_front_ends`가 그것을
# 반영한다. 이 헤더의 세 번째 사본이 바로 어긋나는 쪽이다. 실제로 어긋났다 —
# 네 디렉터리를 적어두었고, 그것이 낡았다기보다 완전해 보였다는 사실이야말로
# `corpus/services/`가 양쪽 목록에서 오랫동안 빠져 있던 이유와 같다:
# **"검사하지 않는 것"으로 진술된 규칙은 무엇을 검사하는지에 대한 기억만큼만
# 참이다.** `corpus/services/`는 2026-08-26에 열거에 들어왔고, 아래
# `ir-subset.idl` 행은 그때까지 기록할 수 없었던 불일치다.

n02-identifier-clash.idl	jacorb_idl	accept	CORBA 3.4 §7.2.3 makes identifier collisions case-insensitive, so `Position position` is illegal. omniidl rejects it; JacORB 3.9 does not enforce the rule at all. We follow the specification and omniidl. This is the project's dominant generation failure, and finding that a widely deployed compiler accepts it is a reason to be stricter, not looser: IDL that builds under JacORB can fail under omniORB.
n10-operation-name-clash.idl	jacorb_idl	accept	The same rule in its operation-name shape (`Blob blob()`). JacORB 3.9 does not enforce it; omniidl does. Same verdict, same reason.
n12-enum-member-case-clash.idl	jacorb_idl	accept	The same non-enforcement (n02, n10), in the shape it took in a real external document: docs/CORBAMoEArchitecture.md §7 wrote `Residency residency`, and JacORB 3.9 would have built it while omniidl and our front end refuse. That is the divergence's danger stated as a case, not a hypothesis — same verdict, same reason. (Its sibling defect n11, `struct Context`, diverges nowhere: JacORB does reject keyword collisions.)
12-any-typecode.idl	jacorb_idl	reject	JacORB 3.9 cannot resolve the fully-qualified `::CORBA::TypeCode`; it reports `Undefined name: gc12.Bag.CORBA.TypeCode`. That prefix reads like an absolute scope looked up relative to the enclosing one, and this row said so until 2026-08-25, when the sibling name got a file and the probes refuted it: the prefix is only how JacORB prints the scope it was searching, and the same compiler answers a `typedef` at true global scope — with no enclosing scope to prepend — with the bare `Undefined name: CORBA.Principal`. The cause is that JacORB predeclares no `CORBA` scope at all, and it is measured under `34-corba-principal.idl` below rather than restated here. omniidl resolves it, and CLAUDE.md requires the qualified spelling because the unqualified one is itself a case clash. The file stays as written.
p02-prefix-inside-module.idl	spec	IDL:acme.com/Ledger:1.0	CORBA 3.4 §14.7.5.1 describes `#pragma prefix` as a prefix: the string is inserted between `IDL:` and the scoped name, which reads as `IDL:acme.com/p02/Ledger:1.0`. omniidl 4.3.4 instead *replaces* the accumulated scope path with the pragma's string, dropping the enclosing module: measured `IDL:acme.com/Ledger:1.0` on 2026-08-14 via `omniidl -bpython`. At file scope the two readings coincide, which is why the difference stays hidden until a real file puts the pragma inside a module. We follow omniidl — a repository id is identity on the wire, and being right about a document while disagreeing with the ORB on the other end is the failure this batch exists to close.
p05-prefix-does-not-escape.idl	spec	IDL:inner.example/Inside:1.0	The same divergence in the shape that also pins the scoping rule: `p05a::Inside`, declared after a prefix pragma inside `module p05a`, is `IDL:inner.example/Inside:1.0` and not `IDL:inner.example/p05a/Inside:1.0`. The rest of the file measures what both readings agree on — the prefix does not survive the closing brace, so `p05b::Outside` is plain `IDL:p05b/Outside:1.0`.
30-const-type.idl	jacorb_idl	reject	CORBA 3.4 §7.4.1.4.2's `const_type` admits `fixed_pt_const_type ::= "fixed"` — a fixed-point constant whose digits and scale come from its value, with no `<d,s>`. omniidl 4.3.4 accepts it and folds `CEILING - 0.01d`; JacORB 3.9's lexer refuses the bare keyword (`line: 32(46): Syntax error … Couldn't repair and continue parse`, measured 2026-08-20). We side with omniidl and the grammar: the file exists to pin the production, and the shape JacORB accepts — `const fixed<3,1>` — is the one omniidl calls a syntax error and `corpus/negative/n18` pins as rejected.
31-native-type.idl	jacorb_idl	reject	CORBA 3.4 §7.4.4 makes `native <identifier>;` a declaration every front end must parse, and JacORB 3.9 does parse it — a file containing nothing but `native Handle;` compiles clean. It falls over on the first *use*: `struct S { Handle t; };` produces a NullPointerException, not a diagnostic (`Cannot invoke "org.jacorb.idl.TypeDeclaration.getTypeCodeExpression()" because "this.type_decl" is null`, measured 2026-08-21). omniidl accepts the whole file; its C++ back end exits 1 on the declaration alone and its Python back end ignores it. We side with omniidl and the grammar: the file exists to pin that a `native` parses and has no wire form, and a crash is not a rejection — the third front end simply has no representation for a type it cannot marshal, which is the finding this file was written to record.
32-valuebase.idl	jacorb_idl	reject	`ValueBase` is the keyword for the abstract base of every valuetype (CORBA 3.4 §7.4.1.4). omniidl resolves it, dumps it as `::CORBA::ValueBase`, and writes it as `tk_value` — 72 bytes, VM_NONE, no concrete base, no members, measured 2026-08-21. JacORB 3.9 answers `struct E { ValueBase p; };` with a NullPointerException (`Cannot invoke "org.jacorb.idl.BaseType.getTCKind()" because "this.type_spec" is null`) rather than a diagnostic. Same verdict and the same reason as the row above: we follow omniidl, and a crash is not a rejection.
33-const-values.idl	jacorb_idl	reject	JacORB 3.9 cannot lex a `fixed` literal whose integer part is written and starts with `0`. `0.0d`, `0.5d`, `0.001d`, `0.10d`, `00.0d`, `0d` and `000000001d` each stop the parse at the literal ("Syntax error", then "Couldn't repair and continue parse"), while the identical values are taken with the integer part absent (`.5d`), with a sign in front (`-0.5d`, `-0.001d`), and whenever the first integer digit is nonzero (`1.0d`, `1.00d`, `2.50d`, `100d`). It is specific to the `d` suffix and not to the leading zero: `const double B = 0.0;` and `const long C = 010;` both compile. Measured 2026-08-24, twenty-one one-line probes, after the machine that produced this file had no second front end to ask. omniidl 4.3.4 accepts every one of them and `fixed_pt_literal` (CORBA 3.4 §7.11.3) puts no such condition on the integer part. We follow omniidl and the grammar. `ZERO = 0.0d` and `ONE = 000000001d` are two of the values this file exists to keep — the first is the one a decimal type must be able to state at all, the second is the leading-zero normalisation `idl-diff` was measured against — so they stay, and the front end that cannot spell zero is what gets recorded.
